A. B. Cook	Brig	1	20	1
Jireh Perry	Bark	1	31	1
Jireh Perry	Ship	8	210	71
Jireh Swift	Bark	2	54	37
Jireh Swift	Ship	1	0	26
John A. Parker	Bark	2	23	52
John A. Robb	Bark	4	24	121
John Adams II	Ship	1	23	1
John Adams	Bark	1	24	0
John Adams	Ship	1	14	26
John and Edward	Ship	11	180	132
John and Elizabeth	Bark	2	58	1
John and Elizabeth	Ship	6	176	6
John and Winthrop	Bark	3	91	3
John Carver	Bark	5	136	5
John Coggeshall	Ship	4	50	98
John Dawson	Bark	9	191	58
John Dawson	Ship	1	20	3
John E. Smith	Schooner	4	61	4
John Hathaway	Brig	1	22	1
John Howland	Bark	3	79	16
John Howland	Ship	5	94	138
John P. West	Bark	8	193	74
John R. Manta	Schr	18	129	196
John Randolph	Bark	1	20	1
John W. Dodge	Bark	1	17	1
John W. Dodge	Schr	2	32	2
John Wells 	Bark	1	26	4
John Wells	Bark	3	97	31
John Wells	Ship	2	0	58
John	Ship	4	26	92
Jones	Bark	2	52	2
Jones	Ship	14	381	15
Joseph A. Manta	Schr	6	93	6
Joseph Butler	Bark	2	0	48
Joseph Grinnell	Bark	1	21	27
Joseph Maxwell	Bark	5	138	37
Joseph Maxwell	Ship	4	44	55
Joseph Meigs	Ship	5	51	165
Josephine	Bark	8	255	12
Josephine	Ship	5	153	35
Joshua Bragdon	Bark	3	59	65
Julian	Ship	6	90	130
Julius Caesar	Bark	1	30	0
Julius Caesar	Ship	14	402	16
Junior	Bark	1	0	39
Junior	Ship	6	63	172
Junius	Bark	3	41	68
Juno	Bark	1	14	0
Juno	Brig	15	188	135
Kate Cory	Bark	1	19	3
Kate Cory	Brig	2	40	28
Kate Cory	Schr	2	40	48
Kathleen	Bark	15	322	176
Kensington	Ship	2	10	83
Keoka	Bark	2	23	54
Kingfisher II	Bark	2	58	34
Kingfisher	Schr	1	13	3
Kingfisher	Ship	1	0	30
Kingston	Ship	3	56	146
Kutusoff	Ship	5	32	181
L. C. Richmond	Ship	6	43	190
Laconia	Bark	4	92	4
Laetitia	Bark	8	160	59
Lafayette	Bark	5	89	98
Lafayette	Ship	2	0	51
Lagoda	Bark	8	174	61
Lagoda	Ship	5	30	155
LaGrange	Bark	9	67	134
LaGrange	Brig	3	21	44
Lalla Rookh	Bark	1	0	27
Lalla Rookh	Ship	2	5	72
Lancaster	Ship	7	94	194
Lancer	Bark	5	128	33
Lancer	Ship	4	87	65
Lapwing	Ship	3	57	77
Lark	Bark	5	116	2
Latona	Ship	1	0	12
Laura	Schr	1	13	1
Laura	Ship	1	14	0
Laurel	Brig	4	5	53
Leader 	Schooner	1	13	1
Leader	Bark	1	21	1
Leader	Brig	1	16	0
Leader	Schooner	2	29	2
Leander	Bark	1	23	1
LeBaron	Bark	1	21	1
LeBaron	Brig	1	18	1
LeBaron	Ship	1	0	23
Leon S. Swift	Schr	1	22	1
Leonidas	Bark	5	116	102
Leonidas	Brig 	1	22	1
Leonidas	brig	5	81	43
Leonidas	Brig	1	22	24
Leonidas	Ship	14	244	147
Leonora	Brig	2	52	0
Levant	Brig	1	22	1
Levi Starbuck	Ship	4	28	99
Lewis	Bark	1	0	29
Lewis	Ship	4	41	94
Lexington	Bark	3	0	71
Liberty	Schr	2	26	16
Linda Stewart	Bark	2	53	2
Live Oak	Bark	1	0	31
Lively	Schr	1	0	15
Liverpool II	Ship	3	58	98
Liverpool	Bark	4	105	2
Liverpool	Ship	6	32	139
Logan	Ship	8	71	135
London Packet I	Ship	3	42	95
London Packet II	Bark	3	73	81
London Packet II	Ship	2	45	0
Lorenzo	Ship	1	21	1
Lottie E. Cook	Schr	5	60	25
Louisa Beaton	Brig	2	15	2
Louisa	Bark	9	201	100
Louisiana	Ship	4	48	63
Louvre	Ship	1	32	1
Lowell	Ship	2	71	2
Lucas	Ship	1	2	26
Lucretia	Bark	1	32	1
Lucretia	Steam Bark	1	63	2
Lydia	Bark	5	138	5
Lydia	Ship	8	134	104
Lyra	Ship	1	21	1
Mabel	Bark	2	55	2
Mac	Schooner	2	26	2
Magnolia	Ship	5	48	145
Maine	Ship	7	137	57
Majestic 	Ship	1	21	4
Majestic	Ship	6	57	182
Malay	Bark	3	64	3
Malta	Bark	3	21	69
Malta	Schooner	1	17	1
Manchester Packet	Ship	6	162	7
Manuel Ortiz	Bark	3	31	66
Marcella	Bark	15	172	202
March	Brig	10	66	140
Marcia 	Schooner	1	14	1
Marcia	Schooner	1	8	1
Marcia	Ship	6	63	150
Marcus	Schooner	2	45	0
Marcus	Ship	4	71	27
Marengo	Ship	7	165	111
Margaret Scott	Bark	1	31	37
Margaret Scott	Ship	5	91	70
Margarett	Schr	9	22	122
Maria Theresa	Bark	4	89	0
Maria Theresa	Ship	8	103	206
Maria	Bark	7	40	149
Maria	Ship	9	133	33
Marion	Bark	2	47	30
Mars	Bark	10	203	190
Mars	Ship	1	1	29
Martha II	Bark	6	122	138
Martha II	Ship	3	96	60
Martha Wrightington	Bark	1	24	1
Martha	Bark	5	109	57
Martha	Ship	6	74	222
Mary and Helen II	Bark	1	3	39
Mary and Helen	Steam Bark	1	32	1
Mary and Martha	Ship	1	0	74
Mary and Susan	Bark	7	193	36
Mary and Susan	Ship	1	26	3
Mary Ann	Bark	3	44	72
Mary Ann	Ship	5	30	142
Mary E. Simmons	Bark	1	21	1
Mary E. Simmons	Schr	11	187	19
Mary Frazier	Bark	7	161	99
Mary Frazier	Schr	1	29	1
Mary Frazier	Ship	3	57	73
Mary Powell	Schooner	2	50	2
Mary Wilder	Ship	4	42	75
Mary	Bark	3	68	5
Mary	Brig	2	15	14
Mary	Ship	7	81	183
Massachusetts	Bark	5	131	84
Massachusetts	Ship	3	7	93
Massasoit	Bark	4	45	96
Matilda Sears	Bark	6	161	32
Mattapoisett	Bark	21	313	209
Mattapoisett	Brig	3	20	48
Matthew Luce	Bark	2	23	31
Mayflower	Ship	2	0	63
McDonough	Schooner	3	51	3
McLellan	Bark	2	72	1
McLellan	Ship Bark	1	40	1
McLellan	Ship	4	159	4
Mechanic 	Schooner	1	7	0
Menkar	Ship	4	0	126
Mentor	Ship	7	219	7
Mercator	Bark	2	0	46
Mercator	Ship	5	111	34
Mercury	Bark	7	188	35
Mercury	Ship	12	224	132
Meridian	Brig	2	13	19
Merlin	Bark	7	183	54
Mermaid or 1879	Bark	1	29	1
Mermaid	Bark	10	290	43
Merrimack	Bark	3	42	3
Merrimack	Ship	3	100	3
Messenger	Bark	3	52	23
Messenger	Ship	6	46	183
Metacom	Ship	6	39	227
Meteor	Ship	5	118	5
Mexican	Ship	1	2	57
Mexico	Brig	9	28	140
Mexico	Ship	6	89	0
Miantonomi	Ship	1	29	1
Midas	Bark	4	122	5
Midas	Ship	17	356	134
Millinoket	Bark	2	38	25
Milo	Ship	7	101	135
Milton	Ship 	1	33	1
Milton	Ship	12	263	187
Milwood	Bark	13	203	165
Milwood	Ship 	1	20	1
Milwood	Ship	6	126	5
Minerva II	Bark	5	139	7
Minerva II	Ship	3	88	79
Minerva Smyth	Bark	3	67	0
Minerva Smyth	Ship	9	163	98
Minerva	Bark	7	84	74
Minerva	Ship	9	202	86
Minnesota	Bark	3	90	3
Missouri	Bark	2	42	2
Mobile	Ship	3	37	81
Moctezuma	Ship	6	103	119
Mogul	Ship	5	164	5
Monongahela	Ship	1	30	1
Montezuma	Bark	8	93	99
Montezuma	Brig	2	26	29
Montezuma	Schr	2	36	79
Montezuma	Ship	5	170	5
Montgomery	Bark	3	70	3
Montgomery	Schooner	1	14	1
Monticello	Bark	4	88	3
Montpelier	Ship	5	61	101
Montreal	Ship	3	57	30
Morea	Ship	5	31	229
Morning Light	Bark	1	28	1
Morning Light	Ship	1	20	5
Morning Star	Bark	18	544	26
Moss	Bark	1	23	1
Moss	Ship	1	22	1
Mount Vernon	Ship	6	95	118
Mount Wollaston	Bark	4	107	33
Mount Wollaston	Ship	7	124	73
N. D. Chase	Bark	2	31	24
Nancy	Brig	1	20	1
Nantasket 	Ship	1	37	1
Napoleon	Bark 	1	27	1
Napoleon	Bark	4	96	28
Napoleon	Ship	2	59	2
Narragansett	Ship	1	27	1
Nassau	Ship	9	141	186
Natchez	Ship	2	31	72
Nathaniel S. Perkins	Bark	2	37	1
Nauticon 	Ship	1	30	1
Nauticon	Ship	1	0	45
Nautilus	Bark	5	142	8
Nautilus	Ship	5	43	122
Navarch	SBark	1	41	1
Navigator ?	Ship	1	17	1
Navigator	Ship	1	0	28
Navy	Bark	2	64	2
Navy	Ship	6	57	164
Neptune	Bark	1	28	1
Neptune	Brig	1	26	1
Neptune	Ship	16	422	15
New Bedford	Ship	4	29	106
New England	Ship	6	180	6
Newark	Bark	1	24	4
Newark	Ship	2	55	33
Newton	Bark	6	2	195
Niagara	Ship	1	2	36
Niger	Ship	11	225	185
Nile	Bark	6	166	6
Nile	Ship	3	68	40
Nimrod	Bark	2	48	3
Nimrod	Ship	6	58	125
Norfolk	Ship	2	44	2
Norman	Bark	2	60	2
North America	Bark	7	214	7
North America	Ship	3	88	3
North Star	SBark	1	38	1
North Star	Ship	2	63	2
North West 	Bark	1	32	1
North West	Bark	1	21	1
Northern Light	Bark	2	62	2
Northern Light	Brig	1	31	1
Northern Light	Ship	6	185	65
Nye	Bark	5	97	83
Nye	Ship	2	24	84
Oak	Bark	2	51	2
Obed Mitchell	Ship	1	1	31
Ocean Rover	Bark	1	28	3
Ocean Steed	Bark	1	0	28
Ocean Wave or 1859	Bark	1	29	33
Ocean	Bark	9	208	45
Ocean	Brig	2	1	45
Ocean	Ship	6	87	142
Octavia	Bark	2	4	61
Octavia	Ship	1	22	1
Odd Fellow	Bark	1	12	1
Ohio II	Bark	4	122	4
Ohio II	Ship	7	169	179
Ohio	Bark	10	215	73
Olive Branch	Ship	1	0	34
Oliver Crocker	Bark	3	88	3
Oliver Crocker	Ship	3	25	50
Olympia	Ship	4	35	143
Omega	Bark	1	29	32
Omega	Ship	5	59	101
Oneida	Ship	1	22	8
Only Son	Sloop	1	11	1
Ontario II	Bark	2	74	2
Ontario II	Ship	1	31	38
Ontario	Ship	1	0	35
Onward	Bark	1	31	1
Onward	Ship	4	97	40
Oregon	Ship	5	30	142
Oriole	Bark	4	116	4
Orlando	Bark	2	47	2
Orozimbo	Ship	7	109	214
Orray Taft	Bark	9	161	87
Oscar	Bark	4	40	65
Osceola II	Bark	7	98	73
Osceola III	Bark	8	115	70
Osceola	Bark	3	21	43
Osceola	Brig	1	0	20
Osmanli	Bark	4	109	4
Ospray	Bark 	1	29	1
Ospray	Bark	8	159	68
Ospray	Brig	3	50	3
Ospray	Ship	1	22	1
Othello	Ship	2	21	33
Otranto	Bark	3	6	72
Otranto	bark	1	0	46
Oxford	Brig	6	115	6
Oxford	Schr	2	27	4
Pacific II	Schooner	3	52	3
Pacific II	Ship	2	56	75
Pacific	Bark 	2	57	4
Pacific	Bark	13	319	148
Pacific	Schooner	5	60	5
Pacific	Ship	7	74	215
Palestine	Bark	2	41	2
Palladium	Ship	11	289	11
Pallas	Bark	1	1	16
Palmetto	Bark	6	153	6
Palmyra	Schr	3	40	19
Pamelia	Bark	2	41	29
Panama	ship	3	39	14
Pantheon	bark	1	17	6
Pantheon	Bark	1	0	30
Pantheon	bark	1	0	1
Pantheon	Bark	2	52	172
Pantheon	bark	3	45	1
Pantheon	Ship	1	0	33
Para	Brig	1	4	24
Para	Schooner	1	22	1
Parachute	Ship	7	55	195
Parnasso	Ship	2	42	2
Paulina	Bark	3	29	54
Pavilion 	Brig	1	18	3
Pavilion	Brig	1	21	1
Pearl Nelson	Schr	3	50	3
Pearl	Bark	6	126	4
Pearl	Brig	1	21	1
Pedro Varela	Schr	17	210	95
Pembroke	Bark	6	136	4
Pembroke	Ship	1	22	1
Penguin	Schooner	6	94	5
Peri	Bark	8	46	161
Peri	Brig	1	20	1
Perry	Bark	1	27	1
Persia or 1827	Ship	1	20	1
Persia	Bark	4	28	93
Peru	Bark	5	101	5
Peru	Schr	1	1	0
Peruvian	Ship	9	254	9
Petrel	Bark	10	259	10
Petrel	Schr	15	219	14
Petrel	Ship	2	26	36
Phenix	Ship	5	88	98
Philetus	Bark	3	75	3
Philetus	Ship	1	26	1
Philip I	Bark	1	28	4
Philip Tabb	Ship	1	26	1
Phillipe De La Noye	Ship	3	29	60
Phocion	Ship	4	22	121
Phoebe Ann	Ship	1	20	1
Phoenix	Bark	1	33	2
Phoenix	Ship	10	321	10
Pilgrim	bark	5	70	31
Pilgrim	brig	3	28	2
Pindus	Ship	4	82	4
Pioneer 	Steamer	1	30	1
Pioneer	Bark	19	340	146
Pioneer	Brig	1	17	1
Pioneer	Steamer	1	24	1
Pizarro	Brig	2	42	2
Platina	Bark	18	395	87
Platina	Ship	1	19	26
Plato	Bark	1	24	1
Pleiades	Bark	3	48	41
Ploughboy	Ship	2	30	31
Plover	Bark	1	28	2
Plover	Ship	2	39	27
Plutarch	Schooner	2	26	1
Pocahontas	Brig	1	21	1
Pocahontas	Ship	1	23	1
Polar Star	Ship	3	49	66
Polly	Sloop	1	3	1
Popmunett	Bark	4	63	68
Popmunett	Brig	1	23	1
President II	Bark	23	476	188
President	Bark	11	227	140
President	Schr	2	14	15
President	Ship	1	30	35
Progress	Bark	3	92	3
Quickstep	Schooner	2	31	2
Quito	Brig	7	102	6
R. L. Barstow	Bark	4	40	69
R. S. Graham	Schr	1	16	1
Rainbow	Bark	3	72	2
Rainbow	Schr	2	31	2
Rainbow	Ship	3	57	63
Rainbow	ship	1	16	1
Rainbow	Ship	1	31	1
Rajah	Bark	5	69	144
Rambler	Ship	2	33	72
Rapid	Ship	1	30	36
Reaper	Bark	3	64	4
Reaper	Brig	1	22	1
Rebecca Groves	Brig	4	47	4
Rebecca Sims	Ship	6	123	145
Regulator	Schr	2	27	1
Reindeer II	Bark	2	65	2
Reindeer	Ship	5	122	71
Resident	Schr	1	5	1
Restless	Bark	1	29	1
Retrieve	Schr	4	55	9
Rhine 	Bark	1	0	22
Rhine	Bark	1	0	23
Richard Henry	Bark	2	35	19
Richard	Bark	1	23	1
Richmond II	Bark	4	70	56
Richmond	Ship	5	106	5
Ripple	Bark	3	70	3
Rising Sun	Schr	1	15	1
Robert Browne	Ship	2	73	2
Robert Edwards	Ship	8	145	108
Robert Morrison	Bark	6	109	64
Robert Pulsford	Ship	1	0	28
Rodman	Bark	1	32	41
Rodman	Brig	3	0	50
Rodman	Ship	5	57	114
Roman II	Bark	9	182	9
Roman II	Ship	7	199	178
Roman	Bark	1	31	1
Roman	Ship	7	140	99
Romulus	Ship	1	31	1
Rosa Baker	Brig	2	36	9
Roscius	Bark	8	197	66
Roscius	Ship	2	1	61
Roscoe II 	Bark	1	8	40
Roscoe II	Bark	5	90	131
Roscoe	Bark	5	140	43
Roscoe	Ship	4	26	104
Roswell King ?	Schooner	1	14	1
Roswell King	Schooner	5	80	5
Roswell King	Schr	3	60	5
Rousseau	Bark	5	118	33
Rousseau	Ship	5	71	62
Rowena	ship	3	73	59
Russell	Bark	2	37	113
Russell	Ship	2	57	72
Ruth and Mary	Ship	1	25	0
S. B. Howes	Schooner	5	81	5
Sacramento	Bark	3	14	48
Sagadahock	Schr	1	6	1
Said Bin Sultan	Bark	1	0	24
Sally Anne	Ship	6	28	145
Sally	Brig	2	13	14
Samuel and Thomas	Bark	6	64	91
Samuel Robertson	Ship	5	46	190
Samuel Wright	Ship	2	61	2
Samuel	Ship	1	1	19
San Francisco	Bark	4	62	54
Sapphire	Ship	2	56	2
Sappho	Bark	8	167	86
Sarah B. Hale	Bark	2	47	2
Sarah E. Lewis	Schr	1	13	1
Sarah Frances	Ship	2	0	63
Sarah Lavinia	Schooner	1	10	1
Sarah Louisa	Brig	2	35	2
Sarah Sheafe	Bark	2	30	65
Sarah W. Hunt	Schr	4	54	14
Sarah	Bark 	1	21	1
Sarah	Bark	19	219	262
Sarah	Ship	4	98	135
Saratoga	Ship	4	63	107
Science	Ship	1	1	47
Scotland	Ship	4	57	68
Sea Breeze	Bark	7	147	112
Sea Flower	Bark	4	22	94
Sea Fox	Bark	12	200	68
Sea Fox	Brig	1	22	26
Sea Gull	Ship	2	16	32
Sea Horse	Schooner	1	4	0
Sea Queen	Bark	8	188	35
Sea Queen	Brig	1	23	24
Sea Ranger	Bark	7	214	28
Sea Witch	Schooner	2	29	2
Seconet	Ship	1	31	34
Seine	Bark	10	183	82
Seine	Ship	6	6	154
Selah	Bark	2	43	2
Selma	Ship	1	0	23
Seneca	Bark	1	29	1
Sharon	Ship	5	38	203
Shaw Perkins	Sloop	2	13	2
Silas Richards	Bark	1	0	33
Silver Cloud 	Schooner	1	17	1
Silver Cloud	Bark	1	30	32
Silver Cloud	Schooner	2	36	2
Smyrna	Bark	6	62	104
Solomon Saltus	bark	2	49	18
Solon	Bark 	1	22	1
Solon	Bark	8	113	77
Solon	Brig	9	33	174
Somerset	Brig	2	29	2
Somerset	Schooner	1	9	1
Sophia Thornton	Ship	4	59	93
South America	Bark	1	40	48
South America	Ship	1	1	41
South Boston	Ship	7	59	169
South Carolina	Ship	4	29	139
South Seaman	Ship	1	27	34
Spark	Schooner	2	52	3
Spartan	Bark	5	134	5
Speedwell	Ship	2	29	33
St. George	Ship	8	127	169
St. Peter	Bark	1	0	29
St. Peter	Ship	3	27	69
Stafford	Bark	12	231	64
Stamboul	Bark	5	135	5
Star Castle	Brig	1	21	1
Star King	Schr	2	31	2
Starlight	Brig	2	40	2
Statesman	Bark	3	67	3
Statira	Bark	3	1	92
Statira	Ship	2	0	70
Stella	Bark	4	109	38
Stephania	Bark	2	35	17
Stephania	Ship	6	25	153
Stonington	Ship	12	341	14
Sullivan	Brig	2	68	1
Sullivan	brig	1	0	2
Sun	Bark	5	67	65
Sun	Schooner	1	5	1
Sunbeam	Bark	17	463	129
Sunbeam	Schr	1	15	1
Superior	Bark	4	55	52
Superior	Ship	8	285	11
Surprise	Schr	5	68	5
Susan	Bark	3	24	73
Susan	Schr	1	1	28
Susan	Ship	2	25	67
Swallow	Bark	6	185	15
Swallow	Ship	3	80	34
Swift	Schooner	1	4	1
Swift	Ship	6	57	172
Sylph	Ship	2	0	55
Syren Queen	Ship	2	31	33
T. Towner	Schr	1	21	1
Tacitus	Ship	1	4	1
Tahmaroo	Ship	3	48	61
Tamerlane	Bark	8	226	11
Tamerlane	Ship	2	28	30
Tamoree	Brig	1	15	1
Tampico	Brig	5	60	5
Taunton	brig	5	30	3
Tekoa	Brig	3	64	3
Tekoa	Schr	2	38	4
Telegraph	Schooner	1	3	1
Tempest	Bark	1	24	1
Tenedos	Bark	7	171	6
Thames	Brig	2	41	2
Theophilus Chase	Bark	6	44	154
Thomas Dickason	Bark	1	32	1
Thomas Dickason	Ship	4	93	74
Thomas Nye	Ship	3	36	63
Thomas Pope	Bark	3	77	34
Thomas Williams	Ship	4	142	4
Thomas Winslow	Bark	10	138	113
Thomas Winslow	Brig	7	87	119
Three Brothers	Bark	2	63	2
Three Brothers	Ship	1	32	1
Thriver	Schooner	4	11	79
Timoleon	Ship	2	58	2
Tobacco Plant	Ship	2	25	56
Topaz	Brig	1	22	0
Trial (Tryall)	Brig	1	0	8
Trident	Bark	2	67	2
Trident	Ship	5	60	132
Trinity	Bark	4	71	3
Triton II	Ship	4	90	144
Triton	Bark	8	211	25
Triton	Ship	4	0	82
Tropic Bird	Bark	14	260	92
Tropic Bird	Brig	1	27	1
Tuscaloosa	Bark	1	23	1
Tuscaloosa	Ship	1	21	1
Tuscarora	Ship	4	131	4
Twilight	Ship	2	25	31
Two Brothers	Ship	6	89	76
Two Sisters	Brig	3	33	26
Tybee	Ship	1	25	0
U. D.	Schooner	1	13	1
U. D.	Schr	2	38	2
Uncas	Ship	6	63	127
Undine	Bark	1	0	22
Union 	Bark	1	16	1
Union	Bark	7	101	67
Union	Schr	13	206	13
United States	Bark	6	68	145
Unknown	Bark	1	0	1
Uxor	Brig	7	96	9
Valkyria	Schr	9	66	93
Valparaiso	Bark	4	57	99
Varnum H. Hill	Brig	5	108	8
Venice	Bark Ship	1	31	1
Venice	Bark	4	117	4
Vernon	Bark	2	0	60
Vesper	Ship	6	192	5
Vigilant	Bark	8	156	60
Viola	Brig	5	48	68
Viola	Schooner	1	6	1
Virginia	Bark	3	49	69
Virginia	Ship	3	54	29
W(illiam) Martin	Schr	2	27	10
Wabash	Ship	6	157	7
Wade	Bark	3	45	54
Wanderer	Bark	12	135	171
Warren	Bark	1	36	38
Washington Freeman	Bark	1	20	1
Washington Freeman	Schr	2	41	2
Washington	Bark	2	50	5
Washington	Ship	7	70	132
Wave	Bark	16	243	127
Wavelet	Bark	1	29	34
Waverly	Bark	2	60	4
Waverly	Ship	5	55	128
White Oak	Bark Ship	2	48	2
White Oak	Bark	1	22	1
William A. Graber	Schr	11	1	204
William A. Grozier	Schr	13	253	11
William and Eliza	Ship	3	29	94
William and Henry	Bark	1	29	1
William and Henry	Ship	8	174	67
William Badger	Ship	2	29	35
William Baylies	Bark	1	33	1
William C. Nye	Ship	6	151	115
William Gifford	Bark	3	88	3
William H. Shailer	Bark	2	2	44
William Hamilton	Ship	6	93	152
William Lewis	SBark	1	40	1
William Rotch	Ship	4	26	99
William Thompson	Ship	7	133	96
William Wilson	Schr	16	246	26
William Wirt	Ship	5	82	101
William	brig	5	77	0
Willis	Bark	13	222	82
Wilmington and Liverpool Packet	Ship	1	29	1
Winslow	Bark	4	64	50
Winslow	Ship	1	0	9
Winthrop	Bark	3	45	53
Wolga	Bark	3	43	58
Xantho	Bark	2	57	2
Young Hector	Ship	2	28	32
Young Phenix	Ship	12	333	43
Zephyr	Ship	5	123	38
Zerviah	Schooner	1	5	1
Zoe	Bark	1	23	1
Zoe	Brig	2	42	2
Zone	Bark	2	46	31
Zone	Ship	1	0	31
Zoroaster	Bark	1	19	1
Zoroaster	Brig	3	40	25
